Producing root output for Run00820...
Error in <TGClient::TGClient>: can't open display "localhost:11.0", switching to batch mode...
 In case you run from a remote ssh session, reconnect with ssh -Y
Event start:
  event id:       0x8000
Processed 400000 events.  Analysis rate = 56217.674837 events/seconds. 
Processed 400500 events.  Analysis rate = 24883.049667 events/seconds. 
Processed 401000 events.  Analysis rate = 80554.212985 events/seconds. 
Processed 401500 events.  Analysis rate = 33543.539514 events/seconds. 
Processed 402000 events.  Analysis rate = 28815.122176 events/seconds. 
Processed 402500 events.  Analysis rate = 167728.950017 events/seconds. 
Processed 403000 events.  Analysis rate = 33758.692863 events/seconds. 
Event start:
  event id:       0x8001
  trigger mask:   0x494d
  serial number:     820
  time stamp:     1420772520, Thu Jan  8 19:02:00 2015
  data size:      322653
End of run 820
Custom end run 820
Closing ROOT file 
hadd Target file: /home1/midptf/packages/rootana/libAnalyzer/out_run00820.root
hadd Source file 1: tmp_run00820sub000.mid.root
hadd Source file 2: tmp_run00820sub001.mid.root
hadd Target path: /home1/midptf/packages/rootana/libAnalyzer/out_run00820.root:/
